mep_id,date,occupation,activity,first_name,last_name,country,eugroup
23894,membership,Fórum života,-1,Anna,ZÁBORSKÁ,Slovakia,PPE
23894,membership,Slovenská spoločnosť pre rodinu,-1,Anna,ZÁBORSKÁ,Slovakia,PPE
23894,membership,Áno pre život,-1,Anna,ZÁBORSKÁ,Slovakia,PPE
23894,membership,Paneurópska únia,-1,Anna,ZÁBORSKÁ,Slovakia,PPE
124713,occupation,COMMSERVIS,3,Tomáš,ZDECHOVSKÝ,Czech Republic,PPE
124713,occupation,WIFI.CZ,2,Tomáš,ZDECHOVSKÝ,Czech Republic,PPE
124713,occupation,B2W,0,Tomáš,ZDECHOVSKÝ,Czech Republic,PPE
124713,membership,BONI PUERI,0,Tomáš,ZDECHOVSKÝ,Czech Republic,PPE
124713,membership,BK PARDUBICE,0,Tomáš,ZDECHOVSKÝ,Czech Republic,PPE
124713,membership,UNIVERZITA PARDUBICE,0,Tomáš,ZDECHOVSKÝ,Czech Republic,PPE
124939,occupation,Waverley BC (ended 05/2015),2,Diane,JAMES,United Kingdom,NA/NI
124939,occupation,Local     Gov't    Assn      (ended  05/2015),1,Diane,JAMES,United Kingdom,NA/NI
124939,occupation,HFMA (ended 09/2012),2,Diane,JAMES,United Kingdom,NA/NI
124939,occupation,Proven (ended 12/2013),3,Diane,JAMES,United Kingdom,NA/NI
124939,membership,Company sec| IVL,0,Diane,JAMES,United Kingdom,NA/NI
28223,occupation,MdEP,4,Andreas,SCHWAB,Germany,PPE
28223,activity,Rechtsanwalt| CMS Hasche Sigle| Berlin|  Of Counsel,3,Andreas,SCHWAB,Germany,PPE
28223,membership,Vorsitzender des Vereins der Freunde  der Rottweiler Münstersängerknaben e.V.,0,Andreas,SCHWAB,Germany,PPE
28223,membership,Lehrbeauftragter an der Universität  Düsseldorf,0,Andreas,SCHWAB,Germany,PPE
28223,membership,Deutsch-französisches     Institut|  Ludwigsburg| Mitglied des Vorstands,0,Andreas,SCHWAB,Germany,PPE
37324,occupation,Membru         al    Parlamentului  European,4,Adina-Ioana,VĂLEAN,Romania,PPE
37324,occupation,PNL| Biroul Politic Naƫional|  Membru,0,Adina-Ioana,VĂLEAN,Romania,PPE
37324,occupation,Forum for Automotive and  Society| copreședinte,0,Adina-Ioana,VĂLEAN,Romania,PPE
37324,occupation,European Internet Foundation|  Membru,0,Adina-Ioana,VĂLEAN,Romania,PPE
37324,occupation,EU-Ukraine          Forum|     Board  Member,0,Adina-Ioana,VĂLEAN,Romania,PPE
37324,occupation,Institutul pentru libera ințiativă|  Membru,0,Adina-Ioana,VĂLEAN,Romania,PPE
37324,membership,PNL| Membru           al    Delegaƫiei  Permanente,0,Adina-Ioana,VĂLEAN,Romania,PPE
37324,membership,Forum for Automotive and Society|  Copreședinte,0,Adina-Ioana,VĂLEAN,Romania,PPE
37324,membership,European       Internet    Foundation|  Membru,0,Adina-Ioana,VĂLEAN,Romania,PPE
37324,membership,EU-Ukraine Forum| Board Member,0,Adina-Ioana,VĂLEAN,Romania,PPE
37324,membership,Institutul pentru libera ințiativă|  Membru,0,Adina-Ioana,VĂLEAN,Romania,PPE
96781,occupation,Poseł    do          Parlamentu  Europejskiego,4,Danuta,JAZŁOWIECKA,Poland,PPE
124808,occupation,Beamter,3,Norbert,LINS,Germany,PPE
96829,occupation,Európai parlamenti képviselő,4,Ádám,KÓSA,Hungary,PPE
96829,occupation,ELNÖK| SINOSZ,1,Ádám,KÓSA,Hungary,PPE
96829,occupation,Ügyvéd,0,Ádám,KÓSA,Hungary,PPE
96829,membership,ELNÖK| SINOSZ,1,Ádám,KÓSA,Hungary,PPE
96829,membership,ELNÖKSÉGI             TAG|    MPB  KÖZTESTÜLET,0,Ádám,KÓSA,Hungary,PPE
39721,occupation,Deputat Parlamentul European,4,Theodor Dumitru,STOLOJAN,Romania,PPE
39721,occupation,Membru Trust Fundatia  Româno-Americanà| Bucureș,0,Theodor Dumitru,STOLOJAN,Romania,PPE
39721,membership,Membru birou Partidul Național  Liberal România,0,Theodor Dumitru,STOLOJAN,Romania,PPE
39721,membership,Membru Fundatia Robert Schuman  Bruxelles,0,Theodor Dumitru,STOLOJAN,Romania,PPE
33982,occupation,deputat Parlamentul European,4,Marian-Jean,MARINESCU,Romania,PPE
33982,membership,CA GSA PRAGA - observer,0,Marian-Jean,MARINESCU,Romania,PPE
28269,occupation,Instytut Inż.Chem.PAN Gliwice  (urlop bez wynagrodzenia),0,Jerzy,BUZEK,Poland,PPE
28269,occupation,Fundacja Konkursu Pro Publico  Bono,0,Jerzy,BUZEK,Poland,PPE
28269,occupation,Instytut         Społeczeństwa  Obywatelskiego,0,Jerzy,BUZEK,Poland,PPE
28269,occupation,Rada Europejskiej Fundacji  Rozwoju Wsi Polskiej,0,Jerzy,BUZEK,Poland,PPE
28269,occupation,Rada     Polskiej     Izby  Zaawansowanych Technologii,0,Jerzy,BUZEK,Poland,PPE
28269,occupation,Institut Jacques Delors,0,Jerzy,BUZEK,Poland,PPE
28269,occupation,Poseł    do          Parlamentu  Europejskiego,4,Jerzy,BUZEK,Poland,PPE
28269,membership,FUNDACJA KONKURSU PRO  PUBLICO BONO,0,Jerzy,BUZEK,Poland,PPE
28269,membership,INSTYTUT SPOŁECZEŃSTWA  OBYWATELSKIEGO,0,Jerzy,BUZEK,Poland,PPE
28269,membership,RADA EUROPEJSKIEJ FUNDACJI  ROZWOJU WSI POLSKIEJ,0,Jerzy,BUZEK,Poland,PPE
28269,membership,RADA    POLSKIEJ             IZBY  ZAAWANSOWANYCH TECHNOLOGII,0,Jerzy,BUZEK,Poland,PPE
28269,membership,Instytut Jacques Delors,0,Jerzy,BUZEK,Poland,PPE
28269,holding,EUROPEJSKI KONGRES GOSPODARCZYX,-1,Jerzy,BUZEK,Poland,PPE
28269,holding,EUROPEJSKIE FORUM NOWYCH IDEIX,-1,Jerzy,BUZEK,Poland,PPE
28269,holding,EUROPEJSKI KONGRES MŚPX,-1,Jerzy,BUZEK,Poland,PPE
124704,occupation,Poslanec PSP ČR,3,Stanislav,POLČÁK,Czech Republic,PPE
124704,occupation,Advokát,3,Stanislav,POLČÁK,Czech Republic,PPE
124704,occupation,Vysokoškolský pedagog,1,Stanislav,POLČÁK,Czech Republic,PPE
124704,occupation,Poradce,2,Stanislav,POLČÁK,Czech Republic,PPE
124704,activity,Advokát,3,Stanislav,POLČÁK,Czech Republic,PPE
124704,membership,SMS ČR,0,Stanislav,POLČÁK,Czech Republic,PPE
23787,occupation,Poseł    do          Parlamentu  Europejskiego,4,Czesław Adam,SIEKIERSKI,Poland,PPE
23787,membership,STOWARZYSZENIE INSTYTUT  POLITYCZNY      IM. MACIEJA RATAJA - PREZES,0,Czesław Adam,SIEKIERSKI,Poland,PPE
96754,occupation,Lid Europees Parlement,3,Wim,van de CAMP,Netherlands,PPE
96754,membership,RvT Famostar,1,Wim,van de CAMP,Netherlands,PPE
24594,occupation,Membre du CESER Alsace  jusqu'en 2013,2,Anne,SANDER,France,PPE
24594,occupation,Vice-Présidente CESER Alsace  de 2013 à septembre 2014,3,Anne,SANDER,France,PPE
24594,occupation,Attachée parlementaire,4,Anne,SANDER,France,PPE
24594,membership,Vice-Présidente       Mission  opérationnelle transfontalière,0,Anne,SANDER,France,PPE
24594,membership,V.P. Les Républicains du Bas-Rhin,0,Anne,SANDER,France,PPE
39725,occupation,Membru PE,4,Iuliu,WINKLER,Romania,PPE
39725,occupation,Preşedinte UDMR| filiala jud.  Hunedoara| România,0,Iuliu,WINKLER,Romania,PPE
39725,occupation,Prim-vicepreşedinte SME  Europe Association| Bruxelles Belgia,0,Iuliu,WINKLER,Romania,PPE
39725,occupation,Membru        al    Camerei  Consultanţilor Fiscali| București România,0,Iuliu,WINKLER,Romania,PPE
39725,membership,Preşedinte UDMR| filiala jud.  Hunedoara| România,0,Iuliu,WINKLER,Romania,PPE
39725,membership,Prim-vicepreşedinte SME Europe  Association| Bruxelles| Belgia,0,Iuliu,WINKLER,Romania,PPE
39725,membership,Membru al Camerei Consultanţilor  Fiscali| București| România,0,Iuliu,WINKLER,Romania,PPE
97293,occupation,Parlementaire européen (7e  législature),4,Georges,BACH,Luxembourg,PPE
28257,occupation,Europees Parlementslid sedert  2004,4,Ivo,BELET,Belgium,PPE
28257,membership,Lid raad van bestuur Hasselt  stationsomgeving,1,Ivo,BELET,Belgium,PPE
28257,membership,Lid raad van bestuur Unitas,0,Ivo,BELET,Belgium,PPE
96936,occupation,Diputado al Parlamento Europeo,4,Gabriel,MATO,Spain,PPE
96936,membership,COMITÉ EJECUTIVO REGIONAL  DEL PARTIDO POPULAR,0,Gabriel,MATO,Spain,PPE
96936,membership,JUNTA DIRECTIVA NACIONAL  PARTIDO POPULAR,0,Gabriel,MATO,Spain,PPE
28219,occupation,MdEP,4,Daniel,CASPARY,Germany,PPE
28219,membership,Politische Ämter in der CDU,0,Daniel,CASPARY,Germany,PPE
23781,occupation,Komisarz UE                                                                                            20000,5,Janusz,LEWANDOWSKI,Poland,PPE
23781,membership,Sopocki Klub LA,0,Janusz,LEWANDOWSKI,Poland,PPE
23781,membership,Rada Programowa Instytutu Badań  nad Gospodarką Rynkową,0,Janusz,LEWANDOWSKI,Poland,PPE
23781,membership,Zarząd Fundacji Schumana,0,Janusz,LEWANDOWSKI,Poland,PPE
23693,occupation,Poslanec Evropskega parlamenta,4,Alojz,PETERLE,Slovenia,PPE
23693,occupation,Društvo Združena Evropa,0,Alojz,PETERLE,Slovenia,PPE
23693,occupation,Društvo za razvoj Fokus 2031,0,Alojz,PETERLE,Slovenia,PPE
23693,occupation,Robert Schuman Foundation,0,Alojz,PETERLE,Slovenia,PPE
23693,occupation,Knowledge4Innovation Forum,0,Alojz,PETERLE,Slovenia,PPE
23693,occupation,Fundacija Lojzeta Peterleta,0,Alojz,PETERLE,Slovenia,PPE
23693,membership,Društvo Združena Evropa,0,Alojz,PETERLE,Slovenia,PPE
23693,membership,Društvo za razvoj Fokus 2031,0,Alojz,PETERLE,Slovenia,PPE
23693,membership,Fundacija Lojzeta Peterleta,0,Alojz,PETERLE,Slovenia,PPE
23693,membership,Robert Schuman Foundation,0,Alojz,PETERLE,Slovenia,PPE
23693,membership,Friends of Europe,0,Alojz,PETERLE,Slovenia,PPE
23693,membership,AEC Lesce (aeroclub),0,Alojz,PETERLE,Slovenia,PPE
23693,membership,Nova Slovenija (New Slovenia Party  – Member of EPP party),0,Alojz,PETERLE,Slovenia,PPE
96747,occupation,Député européen 2009-2014,3,Arnaud,DANJEAN,France,PPE
96933,occupation,Evropski Poslanec,4,Milan,ZVER,Slovenia,PPE
125027,occupation,Diputado Nacional,2,Esteban,GONZÁLEZ PONS,Spain,PPE
125027,occupation,Vicesecretario del Partido Popular,2,Esteban,GONZÁLEZ PONS,Spain,PPE
125027,membership,Comité Ejecutivo del Partido Popular,-1,Esteban,GONZÁLEZ PONS,Spain,PPE
97022,occupation,Parlementaire Européen,4,Robert,ROCHEFORT,France,ALDE
97022,occupation,Eurotunnel (Administrateur),4,Robert,ROCHEFORT,France,ALDE
97022,occupation,Cetelem (Administrateur),2,Robert,ROCHEFORT,France,ALDE
97022,occupation,Associé Observatoire Société et  Consommation,2,Robert,ROCHEFORT,France,ALDE
97022,activity,Associé Observatoire                 Société      et  Consommation,2,Robert,ROCHEFORT,France,ALDE
124832,occupation,Mitglied des Europäischen Parlaments,3,Udo,VOIGT,Germany,NA/NI
124832,membership,Stellvertretender NPD Landesvorsitzender Berlin,-1,Udo,VOIGT,Germany,NA/NI
2278,occupation,Abgeordneter zum Europäischen  Parlament,4,Paul,RÜBIG,Austria,PPE
2278,occupation,Schmied,3,Paul,RÜBIG,Austria,PPE
2278,occupation,WKÖ,3,Paul,RÜBIG,Austria,PPE
2278,activity,WKÖ,3,Paul,RÜBIG,Austria,PPE
2278,membership,Alumni Club HTL Steyr| Gypsum  Forum,0,Paul,RÜBIG,Austria,PPE
2278,membership,Parlamentarische  Freundschaftsgruppe mit Südkorea| EEF| EMF| IV OÖ| Kangaroo Group| K4I,0,Paul,RÜBIG,Austria,PPE
2278,membership,EFSG|        Paneuropaïsche  Freundschaftsgruppe der EVP| EPCF| PPTA,0,Paul,RÜBIG,Austria,PPE
2278,membership,Pro Wels West| Raw Materials  Group| SME Global| SME Europe| S COUNCIL,0,Paul,RÜBIG,Austria,PPE
2278,membership,Intergroup      Climate Change|  Biodiversity       &      Sustainab Development,0,Paul,RÜBIG,Austria,PPE
124734,occupation,Deputada Parlamento Nacional,3,Cláudia,MONTEIRO DE AGUIAR,Portugal,PPE
96901,occupation,Eiropas Parlamenta deputāts,4,Krišjānis,KARIŅŠ,Latvia,PPE
96901,membership,Politiskās partijas "VIENOTĪBA""  valdes loceklis",0,Krišjānis,KARIŅŠ,Latvia,PPE
1852,occupation,Mitglied     des    Europäischen  Parlaments,4,Dieter-Lebrecht,KOCH,Germany,PPE
1852,membership,ETSC        -      Europäischer  Verkehrssicherheitsrat,0,Dieter-Lebrecht,KOCH,Germany,PPE
1852,membership,TWSD - Trägerwerk Soziale Dienste,0,Dieter-Lebrecht,KOCH,Germany,PPE
1852,membership,Bürger Europas e.V.,0,Dieter-Lebrecht,KOCH,Germany,PPE
1852,membership,Europ. Bewegung Thüringen,0,Dieter-Lebrecht,KOCH,Germany,PPE
124726,occupation,Liikenne- ja kuntaministeri,4,Henna,VIRKKUNEN,Finland,PPE
124726,occupation,Kunta- ja hallintoministeri,4,Henna,VIRKKUNEN,Finland,PPE
124726,occupation,Opetusministeri,4,Henna,VIRKKUNEN,Finland,PPE
124726,membership,Jyväskylän kaupunginvaltuutettu,-1,Henna,VIRKKUNEN,Finland,PPE
28124,occupation,Ledamot Europaparlamentet,4,Gunnar,HÖKMARK,Sweden,PPE
28124,membership,ORDFÖRANDE   SVENSKA  FÖRSÄKRINGSFÖRMEDLARES FÖRENING,2,Gunnar,HÖKMARK,Sweden,PPE
28124,membership,STYRELSELEDAMOT                DINA  FÖRSÄKRINGAR AB,1,Gunnar,HÖKMARK,Sweden,PPE
28124,membership,ORDFÖRANDE INSURESEC AB,1,Gunnar,HÖKMARK,Sweden,PPE
28124,membership,ORDFÖRANDE DRÄTTEN AB,0,Gunnar,HÖKMARK,Sweden,PPE
96705,occupation,MEP i perioden 09-14,4,Bendt,BENDTSEN,Denmark,PPE
96705,occupation,Bestyrelsesmedlem              i  Lauritzenfonden,3,Bendt,BENDTSEN,Denmark,PPE
96705,occupation,Bestyrelsesmedlem i Esvagt,1,Bendt,BENDTSEN,Denmark,PPE
96705,occupation,medlem af Realkredit Danmark  lokalråd Odense,1,Bendt,BENDTSEN,Denmark,PPE
96705,occupation,Medlem af Danske Banks  Repræsentantskab,1,Bendt,BENDTSEN,Denmark,PPE
96705,occupation,Medlem af          Odense       Zoo  Udviklingsfond,0,Bendt,BENDTSEN,Denmark,PPE
96705,occupation,Bestyrelsesmedlem af Nordic  Synergi Park,1,Bendt,BENDTSEN,Denmark,PPE
96705,occupation,Bestyrelsesmedlem Seamall,0,Bendt,BENDTSEN,Denmark,PPE
96705,occupation,Team Online,0,Bendt,BENDTSEN,Denmark,PPE
96705,membership,Bestyrelsesmedlem i Lauritzenfonden,3,Bendt,BENDTSEN,Denmark,PPE
125067,occupation,Ιδιοκτήτης Πρακτορείου ΠΡΟΠΟ,1,Theodoros,ZAGORAKIS,Greece,PPE
125067,activity,Ιδιοκτήτης Πρακτορείου ΠΡΟΠΟ,1,Theodoros,ZAGORAKIS,Greece,PPE
96696,occupation,Europos parlamento narys,4,Algirdas,SAUDARGAS,Lithuania,PPE
124890,occupation,Posel na Sejm RP,3,Adam,SZEJNFELD,Poland,PPE
107212,occupation,Младши    експерт „Връзки   с обществеността“| община Благоевград (под 500€),-1,Andrey,NOVAKOV,Bulgaria,PPE
107212,occupation,Експерт "Връзки с обществеността"" в проект по Оперативна програма ""Околна среда"" (под 500€)",-1,Andrey,NOVAKOV,Bulgaria,PPE
107212,occupation,Технически сътрудник| проект по програма "Югоизточна Европа"" (под 500€)",-1,Andrey,NOVAKOV,Bulgaria,PPE
107212,occupation,Ментор по проект              "Студентски практики"" (Под 500€)",-1,Andrey,NOVAKOV,Bulgaria,PPE
125101,occupation,advocacia não remunerado,0,José Inácio,FARIA,Portugal,PPE
125101,occupation,Assessoria Juridica,3,José Inácio,FARIA,Portugal,PPE
96787,occupation,Deputato al Parlamento europeo,4,Herbert,DORFMANN,Italy,PPE
96787,occupation,Libera professione Agronomo,3,Herbert,DORFMANN,Italy,PPE
96787,occupation,Direzione Südtiroler Volkspartei,0,Herbert,DORFMANN,Italy,PPE
96787,membership,Direzione Südtiroler Volkspartei,0,Herbert,DORFMANN,Italy,PPE
124743,occupation,Latvijas valdība 2010-2014,3,Artis,PABRIKS,Latvia,PPE
124743,occupation,Parlaments,3,Artis,PABRIKS,Latvia,PPE
124743,occupation,Augstskola RISEBA,2,Artis,PABRIKS,Latvia,PPE
124743,occupation,Zinātņu Akadēmijas korespond.  loceklis,0,Artis,PABRIKS,Latvia,PPE
124743,occupation,NVO Shinjinbukan Dojo Rīga,0,Artis,PABRIKS,Latvia,PPE
124743,occupation,NVO Hiršenhofas mantojums,0,Artis,PABRIKS,Latvia,PPE
124743,occupation,Vienotiba| valde,0,Artis,PABRIKS,Latvia,PPE
124743,occupation,Nacionālās          Vienotības  apvienība| Valde,0,Artis,PABRIKS,Latvia,PPE
124743,occupation,Autoratlīdzība|          Apgāds  Zvaigzne ABC,1,Artis,PABRIKS,Latvia,PPE
124743,occupation,Autoratlīdzība| Cits Medijs,1,Artis,PABRIKS,Latvia,PPE
124743,membership,NVO Shinjinbukan Dojo Rīga,0,Artis,PABRIKS,Latvia,PPE
124743,membership,NVO Shinjinbukan           European  Association,0,Artis,PABRIKS,Latvia,PPE
124743,membership,NVO Hiršenhofas mantojums,0,Artis,PABRIKS,Latvia,PPE
124743,membership,Vienotība| valde,0,Artis,PABRIKS,Latvia,PPE
124743,membership,Nacionālās Vienotības apvienība|  valde,0,Artis,PABRIKS,Latvia,PPE
124731,occupation,Directeur de cabinet UMP                                                                                 10000 12/2010 - 05/2014,5,Jérôme,LAVRILLEUX,France,PPE
124731,occupation,Conseiller groupe UMP/A.N.  12/2010 - 09/2012,3,Jérôme,LAVRILLEUX,France,PPE
23785,occupation,Poseł do PE,4,Andrzej,GRZYB,Poland,PPE
23785,activity,Gospodarstwo Rolne,1,Andrzej,GRZYB,Poland,PPE
23785,membership,OSP - Prezes Zarządu,0,Andrzej,GRZYB,Poland,PPE
23785,membership,Rada    Fundacji    Solidarności  Międzynarodowej - Warszawa,0,Andrzej,GRZYB,Poland,PPE
23785,membership,European Endowment for Democracy  - Board of Governors - Bruksela,0,Andrzej,GRZYB,Poland,PPE
28424,occupation,Euroopa Parlamendi liige,3,Tunne,KELAM,Estonia,PPE
58758,occupation,Deputato al Parlamento Europeo,4,Elisabetta,GARDINI,Italy,PPE
58758,membership,Associazione Prendi Parte,0,Elisabetta,GARDINI,Italy,PPE
125068,occupation,Βουλευτής,3,Manolis,KEFALOGIANNIS,Greece,PPE
96884,occupation,Député européen,4,Philippe,JUVIN,France,PPE
96884,occupation,Professeur de             médecine  (Université Paris 7),3,Philippe,JUVIN,France,PPE
96884,occupation,Médecin des hôpitaux,3,Philippe,JUVIN,France,PPE
96884,occupation,Maire de la Garenne-Colombes  (92 France),3,Philippe,JUVIN,France,PPE
96884,occupation,Vice-président syndicat des eaux,2,Philippe,JUVIN,France,PPE
96884,occupation,Vice-président de SIGEIF,2,Philippe,JUVIN,France,PPE
96884,occupation,Vice-president de SYELOM,2,Philippe,JUVIN,France,PPE
96884,activity,Professeur de médecine (Université Paris  7),3,Philippe,JUVIN,France,PPE
96884,activity,Médecin des hôpitaux,3,Philippe,JUVIN,France,PPE
96884,membership,Maire de La Garenne-Colombes (92|  FR),3,Philippe,JUVIN,France,PPE
96884,membership,Vice-président du Syndicat des Eaux,2,Philippe,JUVIN,France,PPE
96884,membership,Vice-président du SIGEIF,2,Philippe,JUVIN,France,PPE
124929,occupation,Member of the National Council  of the Slovak Republic,2,Ivan,ŠTEFANEC,Slovakia,PPE
124828,occupation,Consigliere Regione Campania e  Assessore Regione Campania,4,Fulvio,MARTUSCIELLO,Italy,PPE
96903,occupation,Eurodeputado,3,Paulo,RANGEL,Portugal,PPE
96903,occupation,Professor Universitário,1,Paulo,RANGEL,Portugal,PPE
96903,occupation,Advogado,3,Paulo,RANGEL,Portugal,PPE
96903,occupation,Comentador nos media,2,Paulo,RANGEL,Portugal,PPE
96903,occupation,Direção da Associação Comercial do Porto,-1,Paulo,RANGEL,Portugal,PPE
96903,occupation,Assembleia Geral da RAR holding,-1,Paulo,RANGEL,Portugal,PPE
96903,activity,Professor Universitário,1,Paulo,RANGEL,Portugal,PPE
96903,activity,Advogado,3,Paulo,RANGEL,Portugal,PPE
96903,activity,Comentador nos media,2,Paulo,RANGEL,Portugal,PPE
96903,membership,Direção da Associação Comercial do Porto,-1,Paulo,RANGEL,Portugal,PPE
96903,membership,Assembleia Geral da RAR holding,-1,Paulo,RANGEL,Portugal,PPE
1892,occupation,Deputado         ao     Parlamento  Europeu,4,Carlos,COELHO,Portugal,PPE
1892,membership,Membro do Think tank – Plataforma  do Crescimento Sustentável,0,Carlos,COELHO,Portugal,PPE
96978,occupation,Eurodeputado,3,Nuno,MELO,Portugal,PPE
96978,occupation,Comentador televisivo sem regularidade definida,-1,Nuno,MELO,Portugal,PPE
96978,occupation,Presidente da Assembleia Municipal de V.N. Famalicão,-1,Nuno,MELO,Portugal,PPE
96978,occupation,Advocacia sem regularidade,-1,Nuno,MELO,Portugal,PPE
108080,occupation,Agent général d'Assurance,3,Franck,PROUST,France,PPE
108080,occupation,Adjoint au Maire,1,Franck,PROUST,France,PPE
108080,occupation,Député Européen,4,Franck,PROUST,France,PPE
108080,activity,Agent général d'Assurance,3,Franck,PROUST,France,PPE
108080,membership,Administrateur de l'office du tourisme  de Nîmes,0,Franck,PROUST,France,PPE
72775,occupation,Député européen,4,Rachida,DATI,France,PPE
72775,occupation,Avocat (16 000 euros brut                                                                                20000 mensuel),5,Rachida,DATI,France,PPE
72775,activity,Avocat (16 000 euros brut mensuel)                                                                       20000,5,Rachida,DATI,France,PPE
72775,membership,ADMINISTRATEUR                  -  ASSOCIATION DES AMIS                  DE L'AZERBAÏDJAN,0,Rachida,DATI,France,PPE
5565,occupation,Député européen,4,Brice,HORTEFEUX,France,PPE
5565,membership,PRESIDENT DE LA                  SEM  VOLCANS (VULCANIA),0,Brice,HORTEFEUX,France,PPE
5565,membership,PRESIDENT DU SYNDICAT  MIXTE DE L'AEROPORT DE CLERMONT-FERRAND AUVERGNE,0,Brice,HORTEFEUX,France,PPE
125107,occupation,Secrétaire général de la  Confédération   des  syndica chrétiens (CSC),4,Claude,ROLIN,Belgium,PPE
125107,occupation,Conseil d'administration Dexia  Banque Belgique (de 2006 au 10/10/2011),0,Claude,ROLIN,Belgium,PPE
125107,occupation,Conseil d'administration ARCO  (de 2006 au 8/12/2011),0,Claude,ROLIN,Belgium,PPE
125107,occupation,Membre du Bureau du Conseil  Central de l'Economie (2006 au 3/2/2014),0,Claude,ROLIN,Belgium,PPE
125107,occupation,Membre du Conseil fédéral de  Développement Durable (2006 au 3/2/2014),0,Claude,ROLIN,Belgium,PPE
125107,occupation,Conseiller   au  Comité  économique et social européen (2007 au 21/02/2014),0,Claude,ROLIN,Belgium,PPE
125107,occupation,Membre du Comité de direction  de la Confédération européenne des syndicats européens (2006 au 3/2/2014),0,Claude,ROLIN,Belgium,PPE
125107,occupation,Membre du Bureau de  l'Observatoire social e (2006 au 3/2/2014),0,Claude,ROLIN,Belgium,PPE
125107,occupation,Membre de l'asbl "Solidarité  mondiale"" (2006 au 3/2/2014)",0,Claude,ROLIN,Belgium,PPE
125107,occupation,Membre      du     Conseil  d'administration de l'INAS - Belgique (2006 au 3/2/2014),0,Claude,ROLIN,Belgium,PPE
125107,membership,CERCLE EUROPEEN PIERRE  WERNER,0,Claude,ROLIN,Belgium,PPE
125107,membership,CONFERENCE  LUXEMBOURGEOISE DES ELUS,0,Claude,ROLIN,Belgium,PPE
125107,membership,MUTUALITE CHRETIENNE DE  LA PROVINCE DE LUXEMBOURG,0,Claude,ROLIN,Belgium,PPE
125107,membership,ASBL PROGRES ET SOLIDARITE  (MUTUALITE),0,Claude,ROLIN,Belgium,PPE
125107,membership,ASBL INSTITUTIONS MEDICO  SOCIALES (MUTUALITE),0,Claude,ROLIN,Belgium,PPE
125107,membership,ESPACE SOLIVAL (MUTUALITE),0,Claude,ROLIN,Belgium,PPE
125107,membership,OPTILUX (MUTUALITE),0,Claude,ROLIN,Belgium,PPE
125107,membership,ALLIANCE NATIONALE DES  MUTUALITES CHRETIENNES,0,Claude,ROLIN,Belgium,PPE
125107,membership,SOLIMUT          /   MC     ASSURE  (MUTUALITE),0,Claude,ROLIN,Belgium,PPE
125107,membership,CDH NATIONAL,0,Claude,ROLIN,Belgium,PPE
125107,membership,CDH SECTION LOCALE,0,Claude,ROLIN,Belgium,PPE
24922,occupation,Rechtsanwalt,4,Pascal,ARIMONT,Belgium,PPE
24922,occupation,Mitglied des Parlaments der  Deutschsprachigen Gemeinschaft Belgiens,3,Pascal,ARIMONT,Belgium,PPE
24922,membership,VERWALTUNGSRAT  INTERESSENGEMEINSCHAFT BÜLLINGEN,0,Pascal,ARIMONT,Belgium,PPE
24922,membership,VORSITZENDER     DES  REGIONALVORSTANDS DER CSP,0,Pascal,ARIMONT,Belgium,PPE
124895,occupation,Marszałek         Województwa  Lubelskiego,3,Krzysztof,HETMAN,Poland,PPE
124895,membership,Zarząd Oddziału Wojewódzkiego  Związku     Ochotniczych  Straży Pożarnych RP w Lublinie,0,Krzysztof,HETMAN,Poland,PPE
96774,occupation,POSEŁ DO PARLAMENTU  EUROPEJSKIEGO,4,Jarosław,WAŁĘSA,Poland,PPE
96774,membership,DYREKTOR             INSTYTUTU  OBYWATELSKIEGO                   W WARSZAWIE,0,Jarosław,WAŁĘSA,Poland,PPE
38596,occupation,Députée au Parlement européen,4,Elisabeth,MORIN-CHARTIER,France,PPE
96838,occupation,Profesor| Universitatea București,2,Cristian Dan,PREDA,Romania,PPE
96838,occupation,Deputat Parlamentul European,4,Cristian Dan,PREDA,Romania,PPE
28220,occupation,MdEP,4,Ingeborg,GRÄSSLE,Germany,PPE
119436,occupation,Europski Parlament,3,Ivana,MALETIĆ,Croatia,PPE
119436,occupation,TIM 4 PIN d.o.o.,2,Ivana,MALETIĆ,Croatia,PPE
119436,occupation,Ministarstvo financija RH,2,Ivana,MALETIĆ,Croatia,PPE
119436,occasional,Pisanje| predavanje| davanje stručnih  savjeta,1,Ivana,MALETIĆ,Croatia,PPE
118859,occupation,Lawyer - Government of Malta,2,Roberta,METSOLA,Malta,PPE
118859,occupation,Legal Advisor - EEAS,2,Roberta,METSOLA,Malta,PPE
118859,occupation,Member of European Parliament,3,Roberta,METSOLA,Malta,PPE
124732,occupation,Présidente de Légume de France jusqu'en  décembre 2012,2,Angélique,DELAHAYE,France,PPE
124732,occupation,Présidente APRIFEL depuis septembre  2012,1,Angélique,DELAHAYE,France,PPE
124732,activity,Directeur Général de la SAS DELAHAYE  MARAICHER,2,Angélique,DELAHAYE,France,PPE
124732,membership,SOPEXA (sans rémunération),-1,Angélique,DELAHAYE,France,PPE
95074,occupation,Geaccrediteerd        medewerker  Europees Parlement,3,Jeroen,LENAERS,Netherlands,PPE
95074,membership,Stichting     Thuis-in-Limburg     -  Voorzitter,0,Jeroen,LENAERS,Netherlands,PPE
95074,membership,European Charity Fund - Bestuurslid,0,Jeroen,LENAERS,Netherlands,PPE
